serial no,average_word,word_length,up,low_ratio,smiley_count,stopword_usage,punctuation,msg_length,acro_line,elongation_vowel,suspension_point,imitation_rate,word_length,media_url
54,1,0,0,0,2,0,-1,0,0,0,0,0.16666666666666666,0,0
55,8,4,37,1,0,0,0,38,0,0,0,8.0,4,0
56,10,2,28,2,0,1,1,30,0,0,0,1.25,2,0
57,1,0,0,0,1,0,-1,0,0,0,0,0.1,0,0
58,4,3,17,1,0,0,-1,18,0,0,0,4.0,3,0
59,3,3,11,1,0,0,-1,12,0,0,0,0.75,3,0
60,1,2,4,1,0,0,-1,5,0,0,0,0.3333333333333333,2,0
61,3,4,15,1,0,0,-1,16,0,0,0,3.0,4,0
62,1,0,0,0,1,0,-1,0,0,0,0,0.3333333333333333,0,0
63,22,4,101,6,0,6,12,107,0,1,0,22.0,4,1
64,1,2,3,1,0,0,-1,4,0,0,0,0.045454545454545456,2,0
65,5,3,18,1,0,1,-1,19,0,0,0,5.0,3,0
66,5,2,13,2,0,0,0,15,0,0,0,1.0,2,0
67,6,3,23,1,1,0,-1,24,0,1,0,1.2,3,0
68,5,2,11,1,0,2,-1,12,0,0,0,0.8333333333333334,2,0
69,1,0,0,0,1,0,-1,0,0,0,0,0.2,0,0
70,1,2,3,1,0,0,-1,4,0,0,0,1.0,2,0
71,4,3,13,2,0,1,-1,15,0,0,0,4.0,3,0
72,13,3,48,1,0,1,-1,49,0,0,0,3.25,3,0
73,7,2,20,1,1,0,0,21,0,0,0,0.5384615384615384,2,0
74,1,0,0,0,1,0,-1,0,0,0,0,0.14285714285714285,0,0
75,1,0,0,0,1,0,-1,0,0,0,0,1.0,0,0
76,4,3,14,1,0,0,0,15,1,0,0,4.0,3,0
77,1,0,0,0,1,0,-1,0,0,0,0,0.25,0,0
78,7,2,16,2,0,1,0,18,0,0,0,7.0,2,0
79,1,0,0,0,1,0,-1,0,0,0,0,0.14285714285714285,0,0
80,4,3,15,1,0,0,-1,16,0,0,0,4.0,3,0
81,4,2,12,1,0,0,-1,13,0,0,0,1.0,2,0
82,5,3,20,1,0,2,-1,21,0,0,0,1.25,3,0
83,7,3,23,1,0,2,-1,24,0,0,0,1.4,3,0
84,1,0,0,0,1,0,-1,0,0,0,0,0.14285714285714285,0,0
85,3,3,11,1,0,0,0,12,0,0,0,3.0,3,0
86,1,0,0,0,1,0,-1,0,0,0,0,0.3333333333333333,0,0
87,6,3,22,1,0,0,-1,23,0,0,0,6.0,3,0
88,1,0,0,0,1,0,-1,0,0,0,0,0.16666666666666666,0,0
89,11,3,44,1,0,1,-1,45,1,0,0,11.0,3,0
90,6,2,19,1,0,3,-1,20,0,0,0,0.5454545454545454,2,0
91,1,1,1,1,0,0,0,2,0,0,0,0.16666666666666666,1,0
92,4,3,14,2,0,0,0,16,0,0,0,4.0,3,0
93,7,3,23,1,0,4,-1,24,0,0,0,1.75,3,0
94,4,1,6,1,0,0,0,7,1,0,0,0.5714285714285714,1,0
95,20,3,63,2,0,8,1,65,1,0,0,5.0,3,0
96,3,3,11,1,0,1,-1,12,0,0,0,0.15,3,0
97,10,3,38,2,0,4,-1,40,0,0,0,3.3333333333333335,3,0
98,7,3,26,1,0,0,0,27,0,0,0,0.7,3,0
99,7,2,17,1,0,1,0,18,1,0,0,1.0,2,0
100,8,2,17,2,0,0,1,19,0,0,0,1.1428571428571428,2,0
101,1,0,0,0,1,0,-1,0,0,0,0,0.125,0,0
102,3,2,8,1,0,0,-1,9,0,0,0,3.0,2,0
103,9,3,33,1,0,1,-1,34,0,0,0,3.0,3,0
104,3,2,10,1,0,0,0,11,0,0,0,0.3333333333333333,2,0
105,6,3,21,1,0,0,-1,22,0,0,0,2.0,3,0
106,6,2,18,1,0,0,0,19,1,0,0,1.0,2,0
107,6,2,18,1,0,1,0,19,0,0,0,1.0,2,0
108,7,3,24,1,0,1,0,25,0,0,0,1.1666666666666667,3,0
109,4,2,10,1,1,0,0,11,0,0,0,0.5714285714285714,2,0
110,4,2,11,1,0,0,0,12,0,0,0,1.0,2,0
111,7,3,28,1,0,0,-1,29,1,0,0,1.75,3,0
112,1,0,0,0,1,0,-1,0,0,0,0,0.14285714285714285,0,0
113,8,3,26,1,0,0,0,27,0,0,0,8.0,3,0
114,7,2,22,1,0,3,-1,23,0,0,0,0.875,2,0
115,11,3,35,1,0,4,0,36,1,0,0,1.5714285714285714,3,0
116,3,2,9,1,0,1,-1,10,0,0,0,0.2727272727272727,2,0
117,6,2,15,1,1,1,-1,16,0,0,0,2.0,2,0
118,3,1,6,1,0,0,0,7,0,0,0,0.5,1,0
119,6,2,18,1,0,0,0,19,0,0,0,2.0,2,0
120,1,0,0,0,1,0,-1,0,0,0,0,0.16666666666666666,0,0
121,5,1,10,1,1,0,0,11,0,0,0,5.0,1,0
122,13,2,34,1,0,6,1,35,0,0,0,2.6,2,0
123,5,2,13,1,0,0,0,14,0,0,0,0.38461538461538464,2,0
124,1,0,0,0,1,0,-1,0,0,0,0,0.2,0,0
125,5,2,12,1,0,0,0,13,0,0,0,5.0,2,0
126,4,1,8,1,0,0,0,9,0,0,0,0.8,1,0
127,1,2,3,1,0,0,0,4,0,0,0,0.25,2,0
128,1,0,0,0,1,0,-1,0,0,0,0,1.0,0,0
129,7,2,18,1,0,0,0,19,0,0,0,7.0,2,0
130,12,3,40,2,0,1,0,42,1,0,0,1.7142857142857142,3,0
131,6,3,21,1,0,0,0,22,0,0,0,0.5,3,0
132,7,3,30,1,0,0,0,31,0,0,0,1.1666666666666667,3,0
133,10,2,28,2,0,0,-1,30,1,0,0,1.4285714285714286,2,0
134,4,2,11,1,0,0,-1,12,0,0,0,0.4,2,0
135,3,3,12,1,0,0,-1,13,0,0,0,0.75,3,0
136,3,2,10,1,0,0,0,11,0,0,0,1.0,2,0
137,1,1,1,1,0,0,-1,2,0,0,0,0.3333333333333333,1,0
138,9,3,35,1,0,1,0,36,0,0,0,9.0,3,0
139,7,2,21,1,0,0,0,22,0,0,0,0.7777777777777778,2,0
140,4,1,7,1,0,0,0,8,0,0,0,0.5714285714285714,1,0
141,4,1,6,2,0,0,0,8,0,0,0,1.0,1,0
142,3,1,6,1,0,0,0,7,0,0,0,0.75,1,0
143,13,2,35,2,0,0,0,37,1,0,0,4.333333333333333,2,0
144,5,3,22,1,0,1,0,23,0,0,0,0.38461538461538464,3,0
145,6,4,28,1,0,1,-1,29,0,0,0,1.2,4,0
146,2,1,2,1,0,0,0,3,0,0,0,0.3333333333333333,1,0
147,1,0,0,0,1,0,-1,0,0,0,0,0.5,0,0
148,2,1,2,1,0,0,0,3,0,0,0,2.0,1,0
149,8,4,41,1,0,3,-1,42,1,0,0,4.0,4,0
150,7,3,29,1,0,1,0,30,0,0,0,0.875,3,0
151,7,2,15,1,0,0,0,16,0,0,0,1.0,2,0
152,1,0,0,0,1,0,-1,0,0,0,0,0.14285714285714285,0,0
153,9,2,22,2,0,3,0,24,0,0,0,9.0,2,0
154,10,4,45,0,0,4,-1,45,0,0,0,1.1111111111111112,4,0
155,6,2,15,1,0,1,0,16,0,0,0,0.6,2,0
156,1,0,0,0,1,0,-1,0,0,0,0,0.16666666666666666,0,0
157,1,0,0,0,1,0,-1,0,0,0,0,1.0,0,0
158,19,3,67,1,0,1,0,68,1,0,0,19.0,3,0
159,1,0,0,0,1,0,-1,0,0,0,0,0.05263157894736842,0,0
160,3,5,20,2,0,0,-1,22,0,0,0,3.0,5,0
161,1,0,0,0,1,0,-1,0,0,0,0,0.3333333333333333,0,0
162,4,1,7,1,0,0,0,8,0,0,0,4.0,1,0
163,6,2,14,1,0,0,0,15,0,0,0,1.5,2,0
164,3,3,12,1,0,0,-1,13,0,0,0,0.5,3,0
165,7,2,22,1,0,2,0,23,1,0,0,2.3333333333333335,2,0
166,2,2,5,1,0,0,-1,6,0,0,0,0.2857142857142857,2,0
167,5,2,16,1,0,0,0,17,0,0,0,2.5,2,0
168,7,2,21,2,0,1,0,23,0,0,0,1.4,2,0
169,2,0,1,1,0,0,0,2,0,0,0,0.2857142857142857,0,0
170,4,1,8,1,0,0,0,9,1,0,0,2.0,1,0
171,2,2,5,1,0,0,-1,6,0,0,0,0.5,2,0
172,1,3,5,1,0,0,-1,6,0,0,0,0.5,3,0
173,6,2,15,1,0,0,0,16,0,0,0,6.0,2,0
174,5,3,18,1,0,0,-1,19,0,0,0,0.8333333333333334,3,0
175,1,0,0,0,1,0,-1,0,0,0,0,0.2,0,0
176,6,2,16,1,0,0,0,17,0,0,0,6.0,2,0
177,5,2,12,1,0,0,0,13,0,0,0,0.8333333333333334,2,0
178,1,0,0,0,1,0,-1,0,0,0,0,0.2,0,0
179,3,2,7,1,0,0,0,8,0,0,0,3.0,2,0
180,5,2,14,1,0,0,0,15,0,0,0,1.6666666666666667,2,0
181,12,3,40,1,0,0,1,41,0,0,0,2.4,3,0
182,6,3,20,2,0,0,-1,22,0,0,0,0.5,3,0
183,1,0,0,0,1,0,-1,0,0,0,0,0.16666666666666666,0,0
184,2,1,2,1,0,0,0,3,0,0,0,2.0,1,0
185,5,2,11,1,0,0,0,12,0,0,0,2.5,2,0
186,4,2,9,1,0,0,0,10,1,0,0,0.8,2,0
187,7,4,32,1,0,0,-1,33,0,0,0,1.75,4,0
188,9,3,34,1,0,1,-1,35,0,0,0,1.2857142857142858,3,0
189,7,3,27,1,0,0,-1,28,0,0,0,0.7777777777777778,3,0
190,1,0,0,0,1,0,-1,0,0,0,0,0.14285714285714285,0,0
191,4,4,19,1,0,0,-1,20,0,0,0,4.0,4,0
192,1,0,0,0,1,0,-1,0,0,0,0,0.25,0,0
193,3,3,11,1,0,0,-1,12,0,0,0,3.0,3,0
194,1,0,0,0,1,0,-1,0,0,0,0,0.3333333333333333,0,0
195,5,2,16,1,0,0,-1,17,0,0,0,5.0,2,0
196,1,0,0,0,1,0,-1,0,0,0,0,0.2,0,0
197,3,3,11,1,0,0,-1,12,0,0,0,3.0,3,0
198,6,2,18,1,0,0,0,19,0,0,0,2.0,2,0
199,1,0,0,0,1,0,-1,0,0,0,0,0.16666666666666666,0,0
200,1,0,0,0,1,0,-1,0,0,0,0,1.0,0,0
201,1,0,0,0,1,0,-1,0,0,0,0,1.0,0,0
202,4,4,20,1,0,0,-1,21,0,0,0,4.0,4,0
203,6,2,14,2,0,1,-1,16,0,0,0,1.5,2,0
204,1,0,0,0,1,0,-1,0,0,0,0,0.16666666666666666,0,0
205,4,3,16,1,0,1,-1,17,0,0,0,4.0,3,0
206,1,0,0,0,1,0,-1,0,0,0,0,0.25,0,0
207,6,3,22,1,0,0,-1,23,0,0,0,6.0,3,0
208,1,0,0,0,1,0,-1,0,0,0,0,0.16666666666666666,0,0
209,4,2,11,1,0,0,0,12,0,0,0,4.0,2,0
210,2,1,2,1,0,0,0,3,0,0,0,0.5,1,0
211,1,3,5,1,0,0,-1,6,0,0,0,0.5,3,0
212,7,3,26,1,0,0,-1,27,0,0,0,7.0,3,0
213,1,0,0,0,1,0,-1,0,0,0,0,0.14285714285714285,0,0
214,9,4,38,2,0,3,0,40,0,0,0,9.0,4,0
215,1,0,0,0,1,0,-1,0,0,0,0,0.1111111111111111,0,0
216,6,2,16,1,0,0,0,17,0,0,0,6.0,2,0
217,6,2,17,1,0,0,0,18,0,0,0,1.0,2,0
218,1,0,0,0,1,0,-1,0,0,0,0,0.16666666666666666,0,0
219,4,2,11,1,0,0,-1,12,2,0,0,4.0,2,0
220,10,3,33,1,0,0,0,34,0,0,0,2.5,3,0
221,1,0,0,0,1,0,-1,0,0,0,0,0.1,0,0
222,4,2,9,1,0,0,0,10,0,0,0,4.0,2,0
223,1,0,0,0,1,0,-1,0,0,0,0,0.25,0,0
224,1,0,0,0,1,0,-1,0,0,0,0,1.0,0,0
