serial no,average_word,word_length,up,low_ratio,smiley_count,stopword_usage,punctuation,msg_length,acro_line,elongation_vowel,suspension_point,imitation_rate,word_length,media_url,response_time
71,2,4,12,1,0,0,-1,13,0,0,0,1.0,4,0,0.0
72,2,2,7,1,0,0,-1,8,0,0,0,1.0,2,0,0.0
73,2,2,6,1,0,0,-1,7,0,0,0,1.0,2,0,0.0
74,13,4,63,1,0,6,-1,64,1,1,0,6.5,4,0,0.0
75,5,3,17,1,0,0,-1,18,0,0,0,0.38461538461538464,3,0,0.0
76,3,4,15,1,0,0,-1,16,0,0,0,0.6,4,0,0.0
77,7,3,28,1,0,0,-1,29,0,0,0,2.3333333333333335,3,0,0.0
78,4,4,19,1,0,1,-1,20,0,0,0,0.5714285714285714,4,0,0.0
79,3,1,5,1,0,0,0,6,0,0,0,0.75,1,0,0.0
80,1,2,3,1,0,0,0,4,0,0,0,0.3333333333333333,2,0,0.0
81,3,2,9,1,0,0,-1,10,1,0,0,3.0,2,0,0.0
82,7,3,25,1,0,0,0,26,0,0,0,2.3333333333333335,3,0,0.0
83,5,2,14,1,0,0,-1,15,0,0,0,0.7142857142857143,2,0,0.0
84,1,3,5,1,0,0,-1,6,0,0,0,0.2,3,0,0.0
85,2,2,5,1,0,1,-1,6,0,0,0,2.0,2,0,0.0
86,8,5,46,1,0,2,-1,47,0,0,0,4.0,5,0,0.0
87,10,3,38,2,0,3,0,40,0,0,0,1.25,3,0,0.0
88,10,2,28,1,0,4,2,29,1,0,0,1.0,2,0,0.0
89,5,4,24,1,0,1,0,25,0,0,0,0.5,4,0,0.0
90,6,3,24,1,0,0,0,25,0,0,0,1.2,3,0,0.0
91,6,3,21,1,0,1,-1,22,1,0,0,1.0,3,0,0.0
92,1,1,1,1,0,0,-1,2,1,0,0,0.16666666666666666,1,0,0.0
93,19,4,82,1,0,8,3,83,1,0,0,19.0,4,0,0.0
94,12,4,58,1,0,6,-1,59,0,0,0,0.631578947368421,4,0,0.0
95,9,3,32,4,0,2,-1,36,1,0,0,0.75,3,0,0.0
96,19,3,66,2,0,4,0,68,7,0,0,2.111111111111111,3,0,0.0
97,3,3,11,1,0,0,-1,12,0,0,0,0.15789473684210525,3,0,0.0
98,6,3,23,1,0,0,-1,24,0,0,0,2.0,3,0,0.0
99,9,3,33,2,0,1,-1,35,0,0,0,1.5,3,0,0.0
100,5,2,16,1,0,0,0,17,0,0,0,0.5555555555555556,2,0,0.0
101,1,1,2,1,0,0,-1,3,0,0,0,0.2,1,0,0.0
102,3,1,6,1,0,0,0,7,0,0,0,3.0,1,0,0.0
103,1,3,5,1,0,0,-1,6,0,0,0,0.3333333333333333,3,0,0.0
104,4,2,10,1,0,1,-1,11,0,0,0,4.0,2,0,0.0
105,1,2,3,1,0,0,-1,4,0,0,0,0.25,2,0,0.0
106,3,1,6,1,0,0,-1,7,2,0,0,3.0,1,0,0.0
